timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,packets_per_second,bytes_per_packet,bytes_per_second,is_weekend,hour_of_day,label
2025-12-06 21:19:33.748755,156.134.36.238,10.206.97.50,59834,20,TCP,34,9968,15.62,2.18,293.18,638.12,1,5,SQL_Injection
2025-12-06 17:09:03.721568,192.168.77.193,192.168.99.98,17078,110,TCP,200,48888,282.68,0.71,244.44,172.95,0,14,Normal
2025-12-06 19:25:28.744429,182.137.87.143,10.178.235.60,14478,587,TCP,10,4465,53.2,0.19,446.5,83.92,1,3,SQL_Injection
2025-12-06 16:54:46.719573,172.16.17.228,128.45.167.119,28704,443,ICMP,948,3774,227.21,4.17,3.98,16.61,1,23,Normal
2025-12-07 01:48:05.727548,54.245.85.23,10.207.189.63,55620,443,TCP,77786,17914790,16.6,4685.09,230.31,1079016.22,1,20,DDoS
2025-12-07 02:25:52.740267,45.108.216.229,10.99.64.78,58302,143,TCP,200,5309,1083.89,0.18,26.55,4.9,0,20,Brute_Force
2025-12-06 21:09:56.756314,173.136.176.31,10.89.39.13,46734,53,TCP,1833,104347,515.4,3.56,56.93,202.46,0,4,Malware
2025-12-07 01:02:38.729541,63.87.115.202,192.168.68.202,2468,14997,TCP,416,30154,21.28,19.55,72.49,1416.98,1,10,Port_Scan
2025-12-07 03:57:13.667441,10.228.62.28,144.238.75.254,2024,995,TCP,499,10852,233.69,2.14,21.75,46.44,0,12,Normal
2025-12-07 02:02:25.667441,10.144.172.124,192.168.103.201,53685,993,TCP,928,15047,210.01,4.42,16.21,71.65,1,4,Normal
2025-12-07 08:19:06.680221,10.214.230.165,180.241.44.63,46509,53,TCP,606,53184,161.55,3.75,87.76,329.21,1,11,Normal
2025-12-07 04:32:44.736138,99.185.108.200,192.168.246.35,31872,59184,TCP,134,28005,285.45,0.47,208.99,98.11,0,1,Port_Scan
2025-12-06 16:17:17.754204,103.119.53.164,10.86.156.94,4101,3000,UDP,500,39964,445.59,1.12,79.93,89.69,1,8,Malware
2025-12-06 17:57:01.708746,192.168.105.164,85.89.254.16,25447,443,ICMP,551,35388,129.35,4.26,64.23,273.59,0,16,Normal
2025-12-07 01:50:05.675874,10.19.192.91,152.19.153.177,49101,8000,UDP,627,73646,260.15,2.41,117.46,283.1,1,10,Normal
2025-12-06 21:25:26.756314,181.124.196.60,10.185.182.2,20288,20,UDP,757,39964,449.94,1.68,52.79,88.82,0,10,Malware
2025-12-07 05:20:20.653355,172.16.21.230,192.168.189.105,25994,25,TCP,459,64230,188.0,2.44,139.93,341.65,0,18,Normal
2025-12-07 09:41:58.674821,172.16.22.167,192.168.87.150,13642,8000,TCP,375,24896,239.34,1.57,66.39,104.02,0,0,Normal
2025-12-06 17:14:30.655410,192.168.134.254,41.155.195.119,15432,53,UDP,725,15170,7.11,101.98,20.92,2133.83,0,10,Normal
2025-12-06 23:48:06.674821,192.168.66.251,170.142.224.78,24229,162,ICMP,130,67379,43.89,2.96,518.3,1535.31,0,2,Normal
2025-12-07 05:10:21.738250,24.82.30.18,192.168.99.174,3274,22,TCP,111,19670,1282.32,0.09,177.21,15.34,1,2,Brute_Force
2025-12-07 10:15:57.662196,192.168.181.27,10.233.197.6,43585,587,TCP,601,97215,251.08,2.39,161.76,387.19,0,17,Normal
2025-12-07 12:31:23.744429,73.182.59.161,172.16.26.219,63776,587,TCP,42,3379,49.5,0.85,80.45,68.26,0,10,SQL_Injection
2025-12-07 08:13:55.729541,170.138.123.72,172.16.18.104,43177,22,ICMP,37533,30398465,26.13,1436.48,809.91,1163424.88,1,23,DDoS
2025-12-07 08:39:09.710826,192.168.1.190,151.6.252.126,60470,53,TCP,34,44865,163.48,0.21,1319.56,274.44,0,15,Normal
2025-12-07 10:23:14.696005,172.16.27.208,222.149.76.143,7555,443,ICMP,612,19402,68.91,8.88,31.7,281.55,0,3,Normal
2025-12-07 00:18:08.720571,192.168.98.206,172.16.18.86,36270,80,UDP,984,20853,167.8,5.86,21.19,124.27,0,5,Normal
2025-12-06 23:23:46.718576,192.168.239.37,185.192.43.37,57386,21,ICMP,716,87292,119.55,5.99,121.92,730.19,0,5,Normal
2025-12-07 02:35:07.712933,192.168.74.244,10.31.19.106,36063,25,TCP,114,29382,125.19,0.91,257.74,234.7,1,10,Normal
2025-12-06 21:04:11.663250,10.31.19.216,10.188.249.226,33428,25,UDP,354,27922,56.91,6.22,78.88,490.6,0,4,Normal
2025-12-06 21:21:35.724558,184.5.127.105,172.16.18.175,16732,23,ICMP,69309,41086099,7.49,9249.0,592.8,5482772.72,0,18,DDoS
2025-12-07 05:49:14.696005,172.16.22.72,3.128.152.205,20735,995,UDP,756,79363,66.96,11.29,104.98,1185.2,1,13,Normal
2025-12-07 11:28:07.747590,159.108.30.107,10.152.103.243,43934,143,TCP,50,2218,1.45,34.47,44.36,1529.15,0,2,SQL_Injection
2025-12-07 14:17:13.728545,61.21.140.209,172.16.20.127,15230,8443,ICMP,13571,44828049,16.33,830.89,3303.22,2744631.8,0,2,DDoS
2025-12-07 15:00:42.655410,10.37.221.75,98.221.7.18,37397,23,ICMP,342,23863,209.2,1.63,69.77,114.07,1,3,Normal
2025-12-07 13:33:46.658899,172.16.18.183,10.29.30.189,48132,995,ICMP,383,90644,200.21,1.91,236.67,452.74,1,4,Normal
2025-12-07 01:23:29.754204,114.140.176.15,172.16.19.55,28628,161,TCP,618,19373,44.36,13.93,31.35,436.76,1,9,Malware
2025-12-07 07:17:24.755257,48.97.214.251,172.16.24.27,14815,25,UDP,1842,86281,550.83,3.34,46.84,156.64,0,15,Malware
2025-12-06 23:23:43.756314,110.96.159.182,10.110.170.11,24505,80,UDP,1128,194956,309.38,3.65,172.83,630.15,0,17,Malware
2025-12-07 04:44:41.709752,10.214.170.38,10.92.73.248,38144,8000,TCP,86,14154,181.36,0.47,164.58,78.05,0,12,Normal
2025-12-06 20:14:35.645660,172.16.22.25,67.165.105.95,50057,162,ICMP,413,322,190.41,2.17,0.78,1.69,0,15,Normal
2025-12-07 09:47:50.688486,172.16.25.131,172.16.27.105,55628,143,UDP,486,95859,273.62,1.78,197.24,350.33,1,11,Normal
2025-12-07 05:36:31.745474,70.79.251.130,10.222.244.74,12564,25,TCP,51,7842,44.31,1.15,153.76,176.99,1,8,SQL_Injection
2025-12-07 05:10:11.725554,204.221.87.35,10.188.208.125,62078,993,UDP,66565,46955117,5.63,11819.56,705.4,8337549.16,1,22,DDoS
2025-12-07 01:35:05.656416,10.102.255.230,163.217.208.138,42918,22,ICMP,870,88290,105.62,8.24,101.48,835.94,0,22,Normal
2025-12-07 09:01:19.654402,10.199.222.83,172.16.31.196,52678,25,UDP,746,38761,40.48,18.43,51.96,957.57,0,3,Normal
2025-12-07 07:34:48.672714,172.16.19.215,10.123.185.229,54618,3000,UDP,254,23941,51.23,4.96,94.26,467.28,0,1,Normal
2025-12-07 09:08:17.697057,172.16.30.113,142.37.18.106,31367,22,ICMP,229,94254,292.61,0.78,411.59,322.11,0,16,Normal
2025-12-07 06:08:54.725554,81.119.67.124,10.159.155.173,40727,110,TCP,22555,21514035,15.21,1482.75,953.85,1414314.37,1,20,DDoS
2025-12-07 06:56:04.716311,10.69.49.209,172.16.27.212,15102,23,UDP,289,45846,249.79,1.16,158.64,183.54,0,22,Normal
2025-12-07 04:47:56.675874,192.168.81.200,201.90.25.233,47614,53,UDP,414,20032,86.52,4.79,48.39,231.54,1,14,Normal
2025-12-06 18:13:31.690748,192.168.50.116,10.125.40.9,19429,161,UDP,792,52966,229.77,3.45,66.88,230.52,0,16,Normal
2025-12-06 21:44:23.719573,192.168.220.104,150.171.180.149,51572,110,ICMP,766,34993,156.13,4.91,45.68,224.13,0,8,Normal
2025-12-06 18:43:55.661152,10.207.61.64,105.46.190.203,16955,143,ICMP,769,72608,198.61,3.87,94.42,365.57,1,9,Normal
2025-12-07 03:26:35.682384,172.16.24.115,24.78.76.102,44910,993,UDP,842,40627,1.44,584.07,48.25,28181.87,1,0,Normal
2025-12-07 06:47:33.696005,192.168.82.36,192.168.232.242,62706,53,ICMP,593,80464,239.42,2.48,135.69,336.08,0,13,Normal
2025-12-06 16:43:44.679169,192.168.34.190,10.35.164.81,17689,22,UDP,65,45544,93.25,0.7,700.68,488.4,0,13,Normal
2025-12-07 07:58:46.701557,10.84.176.55,192.168.21.18,1452,20,ICMP,213,8709,30.6,6.96,40.89,284.61,0,18,Normal
2025-12-07 03:10:07.678080,10.146.170.82,172.16.28.224,23005,53,ICMP,742,54652,174.57,4.25,73.65,313.06,0,10,Normal
2025-12-06 21:45:14.734894,42.120.244.115,192.168.100.86,49424,36527,TCP,273,32604,107.09,2.55,119.43,304.46,0,7,Port_Scan
2025-12-07 15:14:47.736138,169.38.188.16,192.168.34.244,43503,15068,TCP,716,6706,109.69,6.53,9.37,61.14,0,22,Port_Scan
2025-12-07 12:44:41.663250,172.16.28.65,192.168.232.245,51555,443,TCP,681,67926,94.4,7.21,99.74,719.54,1,18,Normal
2025-12-06 16:06:57.721568,192.168.149.167,192.168.64.41,44828,161,ICMP,175,79683,13.56,12.91,455.33,5876.43,1,17,Normal
2025-12-07 13:58:17.645660,192.168.69.4,88.45.166.69,38526,22,TCP,853,87643,256.32,3.33,102.75,341.92,1,6,Normal
2025-12-07 11:00:46.689482,192.168.77.73,10.238.205.244,32859,25,ICMP,485,41355,191.86,2.53,85.27,215.55,0,23,Normal
2025-12-07 08:57:05.655410,172.16.19.82,192.168.249.23,13934,587,ICMP,898,84890,57.83,15.53,94.53,1467.85,1,3,Normal
2025-12-07 05:00:53.674821,192.168.247.245,85.220.44.20,18387,587,UDP,654,29884,148.11,4.42,45.69,201.77,1,3,Normal
2025-12-07 03:04:49.646670,192.168.249.167,153.254.123.163,20282,8000,TCP,121,99621,243.04,0.5,823.31,409.9,1,13,Normal
2025-12-07 04:32:05.727548,118.193.126.91,192.168.206.168,8859,23,UDP,21297,39327385,28.98,734.91,1846.62,1357089.76,0,19,DDoS
2025-12-06 17:41:24.741274,176.134.197.169,10.210.119.164,27666,21,TCP,349,12727,1145.28,0.3,36.47,11.11,0,9,Brute_Force
2025-12-06 21:22:25.730539,156.177.242.19,172.16.16.82,65352,57318,TCP,110,34986,158.07,0.7,318.05,221.33,1,2,Port_Scan
2025-12-07 08:36:55.756314,110.37.237.121,10.199.105.216,26712,23,UDP,106,30373,412.03,0.26,286.54,73.72,0,10,Malware
2025-12-07 12:52:54.740267,191.177.10.80,10.46.94.119,6793,23,TCP,436,15216,922.25,0.47,34.9,16.5,0,12,Brute_Force
2025-12-07 07:15:25.739259,196.137.72.148,172.16.24.238,10934,53,TCP,372,15245,1215.22,0.31,40.98,12.55,1,12,Brute_Force
2025-12-07 03:24:26.725554,156.86.158.171,10.228.144.70,27916,21,UDP,36592,28839359,9.84,3719.26,788.13,2931275.01,0,11,DDoS
2025-12-07 01:24:16.685496,172.16.24.189,172.16.23.90,36879,23,TCP,839,86381,190.07,4.41,102.96,454.46,1,22,Normal
2025-12-07 15:05:42.678080,172.16.19.9,10.65.38.68,18073,995,TCP,483,50378,101.13,4.78,104.3,498.13,0,15,Normal
2025-12-07 08:32:19.658899,172.16.29.136,172.16.29.81,62853,995,ICMP,69,82864,174.19,0.4,1200.93,475.7,0,5,Normal
2025-12-07 03:41:40.725554,182.26.44.2,192.168.217.186,39744,8443,ICMP,33474,35170781,2.69,12458.91,1050.69,13090449.32,1,15,DDoS
2025-12-07 09:15:49.745474,115.20.171.157,172.16.31.100,36902,53,TCP,61,9116,56.34,1.08,149.44,161.82,0,12,SQL_Injection
2025-12-07 14:57:35.722565,192.168.230.140,204.221.184.109,62322,23,TCP,878,2933,61.16,14.36,3.34,47.96,1,21,Normal
2025-12-07 07:52:04.732532,145.122.58.169,172.16.21.144,53314,27069,TCP,192,31854,64.37,2.98,165.91,494.85,0,22,Port_Scan
2025-12-07 09:13:17.720571,192.168.120.145,192.168.75.59,8356,110,TCP,958,50202,232.01,4.13,52.4,216.38,1,16,Normal
2025-12-07 02:40:16.656416,10.19.14.149,160.67.189.186,6848,110,TCP,661,37780,167.94,3.94,57.16,224.96,1,16,Normal
2025-12-07 14:13:44.733907,135.61.247.207,192.168.187.155,5704,7435,TCP,662,16676,89.4,7.4,25.19,186.53,1,20,Port_Scan
2025-12-06 19:53:21.701557,10.211.188.138,192.168.17.214,44833,995,UDP,410,26677,120.73,3.4,65.07,220.97,0,6,Normal
2025-12-06 23:07:58.708746,10.116.166.104,79.179.190.22,44422,23,ICMP,828,49923,134.33,6.16,60.29,371.65,1,22,Normal
2025-12-07 15:00:23.698419,172.16.29.29,192.168.133.115,59402,995,ICMP,363,73493,107.68,3.37,202.46,682.48,1,4,Normal
2025-12-07 10:31:20.671675,172.16.30.252,180.32.41.111,26969,993,TCP,312,71616,173.17,1.8,229.54,413.57,0,19,Normal
2025-12-06 22:08:14.730539,56.126.22.125,172.16.22.20,60801,25679,TCP,696,25107,231.38,3.01,36.07,108.51,0,19,Port_Scan
2025-12-06 18:22:30.663250,192.168.156.188,49.247.187.191,14762,587,ICMP,737,97884,227.89,3.23,132.81,429.52,1,2,Normal
2025-12-07 14:35:08.745474,35.12.13.9,192.168.180.16,3244,22,TCP,28,7921,57.91,0.48,282.89,136.78,1,1,SQL_Injection
2025-12-06 22:18:05.756314,27.73.65.14,10.197.183.193,6276,8000,TCP,1299,155555,240.23,5.41,119.75,647.52,0,8,Malware
2025-12-07 07:51:19.672714,192.168.123.126,138.211.153.237,4414,587,TCP,536,85458,201.24,2.66,159.44,424.65,0,19,Normal
2025-12-07 14:45:31.741274,42.21.224.172,10.64.70.99,21499,110,TCP,86,11064,598.1,0.14,128.65,18.5,1,5,Brute_Force
2025-12-06 18:22:03.648686,172.16.31.176,202.112.25.159,48470,22,UDP,387,1155,40.99,9.44,2.98,28.18,1,16,Normal
2025-12-07 06:33:37.679169,10.70.67.126,172.16.24.196,22666,22,UDP,811,62927,139.05,5.83,77.59,452.55,1,13,Normal
2025-12-06 23:37:32.720571,172.16.19.79,157.87.247.47,9694,995,UDP,702,76279,273.92,2.56,108.66,278.47,1,20,Normal
2025-12-07 14:38:31.646670,172.16.19.145,51.170.96.121,34432,993,TCP,621,98331,11.49,54.04,158.34,8557.17,0,23,Normal
2025-12-06 19:44:40.665348,172.16.30.32,192.168.20.168,63118,23,UDP,896,53567,233.34,3.84,59.78,229.56,0,22,Normal
2025-12-06 23:56:09.697057,172.16.17.144,172.16.20.187,40242,161,UDP,446,5182,31.2,14.3,11.62,166.1,1,19,Normal
2025-12-06 20:30:45.689482,172.16.29.221,82.242.189.20,1208,8443,UDP,342,98788,135.12,2.53,288.85,731.14,0,15,Normal
2025-12-06 21:16:41.650894,192.168.48.173,172.16.20.215,31159,161,ICMP,686,48957,151.06,4.54,71.37,324.09,0,10,Normal
2025-12-06 22:35:43.706730,10.95.43.156,51.38.139.85,25326,20,UDP,690,8022,206.15,3.35,11.63,38.91,1,10,Normal
2025-12-07 03:37:08.678080,172.16.25.221,192.168.13.249,48736,162,UDP,418,67567,176.17,2.37,161.64,383.52,0,3,Normal
2025-12-07 12:04:18.737144,13.239.204.249,172.16.21.105,5342,993,TCP,88,9222,728.3,0.12,104.8,12.66,0,1,Brute_Force
2025-12-06 19:45:03.685496,192.168.215.198,172.16.16.198,20670,143,TCP,147,987,178.74,0.82,6.71,5.52,1,23,Normal
2025-12-06 21:57:14.725554,211.124.249.151,172.16.31.215,27650,993,ICMP,33528,24489193,9.88,3391.95,730.41,2477512.14,0,3,DDoS
2025-12-07 04:04:25.744429,6.147.107.148,10.192.92.35,62349,162,TCP,44,2279,12.75,3.45,51.8,178.8,1,23,SQL_Injection
2025-12-07 10:19:27.689482,192.168.252.39,61.36.37.222,48125,8000,ICMP,526,62377,100.67,5.23,118.59,619.65,1,2,Normal
2025-12-07 07:00:17.655410,192.168.190.121,10.195.35.14,14148,110,ICMP,279,20075,42.72,6.53,71.95,469.9,0,12,Normal
2025-12-06 23:48:40.734894,106.111.239.102,10.152.172.232,33358,41294,TCP,505,42729,153.27,3.29,84.61,278.77,0,5,Port_Scan
2025-12-07 09:36:45.649835,10.247.194.56,211.2.151.85,41881,21,TCP,254,19494,90.28,2.81,76.75,215.92,1,17,Normal
2025-12-06 17:15:48.728545,221.164.246.156,172.16.31.25,48862,53,UDP,97918,34748542,29.97,3267.64,354.87,1159600.03,0,15,DDoS
2025-12-07 00:08:29.677044,10.13.124.125,189.102.73.81,37292,995,ICMP,869,86054,222.71,3.9,99.03,386.39,0,0,Normal
2025-12-06 19:19:08.738250,15.159.210.245,172.16.20.130,36149,21,TCP,464,9515,1381.34,0.34,20.51,6.89,1,1,Brute_Force
2025-12-07 05:47:18.723561,10.44.27.139,112.178.7.61,32003,22,TCP,839,99088,124.81,6.72,118.1,793.89,0,7,Normal
2025-12-07 02:31:03.677044,10.49.217.119,93.66.199.209,11841,110,UDP,535,86308,181.42,2.95,161.32,475.73,0,0,Normal
2025-12-07 12:54:52.646670,10.172.116.1,192.168.47.123,14394,587,ICMP,100,90135,204.39,0.49,901.35,441.0,1,5,Normal
2025-12-07 01:26:00.701557,172.16.26.141,133.181.175.224,11061,162,TCP,490,49659,242.13,2.02,101.34,205.09,0,14,Normal
2025-12-06 21:09:01.753172,191.42.194.188,172.16.18.99,1959,8080,TCP,965,80229,442.85,2.18,83.14,181.17,1,15,Malware
2025-12-07 08:47:18.696005,10.195.75.21,10.206.81.201,2590,21,ICMP,605,40220,81.39,7.43,66.48,494.19,1,12,Normal
2025-12-07 02:46:21.722565,10.173.55.45,150.227.208.119,63435,993,ICMP,502,63180,138.61,3.62,125.86,455.81,0,13,Normal
2025-12-07 15:23:06.712933,10.104.213.253,217.174.140.148,47010,443,TCP,19,9561,39.69,0.48,503.21,240.88,1,18,Normal
2025-12-07 00:42:49.725554,185.118.86.198,10.98.18.33,43794,995,ICMP,57112,38038018,3.96,14430.28,666.02,9610923.84,1,2,DDoS
2025-12-07 01:57:38.730539,35.76.255.248,172.16.20.63,9695,16540,TCP,113,16604,22.94,4.93,146.94,723.83,1,12,Port_Scan
2025-12-06 20:10:21.733907,42.220.18.80,172.16.26.237,50039,63861,TCP,446,5493,184.77,2.41,12.32,29.73,1,18,Port_Scan
2025-12-06 19:43:53.738250,100.206.117.151,172.16.28.47,52303,23,TCP,404,4285,1501.78,0.27,10.61,2.85,1,13,Brute_Force
2025-12-06 17:11:04.709752,192.168.94.164,67.108.58.31,12326,8080,ICMP,933,99213,113.57,8.22,106.34,873.57,0,4,Normal
2025-12-07 08:51:34.730539,222.158.22.209,192.168.222.208,61440,62768,TCP,126,47282,99.16,1.27,375.25,476.85,1,9,Port_Scan
2025-12-07 12:16:35.703607,172.16.26.121,192.168.122.33,4656,110,TCP,512,43606,108.9,4.7,85.17,400.42,1,13,Normal
2025-12-07 05:18:07.654402,172.16.21.176,192.168.58.120,34515,80,ICMP,171,33140,248.47,0.69,193.8,133.38,0,3,Normal
2025-12-06 18:28:02.665348,192.168.213.199,172.16.25.218,38934,23,TCP,940,28196,175.32,5.36,30.0,160.82,0,16,Normal
2025-12-06 23:19:00.666445,172.16.26.171,41.35.58.204,34626,20,ICMP,491,98564,244.45,2.01,200.74,403.21,0,13,Normal
2025-12-07 01:11:35.709752,10.227.172.194,84.137.247.181,48222,587,UDP,848,43832,27.49,30.84,51.69,1594.27,0,1,Normal
2025-12-07 10:48:49.734894,220.157.50.210,192.168.102.123,26976,12309,TCP,586,42305,167.17,3.51,72.19,253.07,0,4,Port_Scan
2025-12-07 01:37:40.650894,192.168.246.62,192.168.174.172,41495,443,ICMP,831,61840,266.17,3.12,74.42,232.33,0,17,Normal
2025-12-07 12:40:51.672714,10.255.67.211,10.31.174.172,7756,21,TCP,795,20948,272.07,2.92,26.35,76.99,0,17,Normal
2025-12-07 15:28:20.719573,10.171.2.99,192.168.209.216,21796,110,ICMP,762,69814,283.44,2.69,91.62,246.31,1,6,Normal
2025-12-06 18:38:24.655410,10.182.45.144,11.32.239.223,37890,995,UDP,67,33562,144.58,0.46,500.93,232.13,1,0,Normal
2025-12-06 21:10:36.730539,195.32.98.43,10.247.14.217,65044,36455,TCP,817,26659,60.98,13.4,32.63,437.17,0,21,Port_Scan
2025-12-07 01:55:44.657891,192.168.144.116,172.68.209.174,52759,22,ICMP,842,28017,246.28,3.42,33.27,113.76,0,10,Normal
2025-12-06 19:50:02.747590,201.172.85.113,172.16.19.125,14107,22,TCP,91,2501,3.02,30.18,27.48,829.38,1,16,SQL_Injection
2025-12-07 06:04:07.693910,172.16.28.163,172.16.20.118,20633,53,TCP,47,28980,70.84,0.66,616.6,409.1,1,5,Normal
2025-12-06 19:05:37.657891,10.175.193.215,172.16.25.15,2117,995,UDP,114,68866,18.28,6.24,604.09,3766.58,0,11,Normal
2025-12-06 22:53:14.691815,10.196.34.236,10.235.95.91,9931,20,ICMP,280,12961,195.27,1.43,46.29,66.37,0,14,Normal
2025-12-06 18:01:07.752084,186.187.120.46,172.16.25.79,10266,162,UDP,594,76255,125.05,4.75,128.38,609.8,1,16,Malware
2025-12-07 12:42:32.671675,10.9.142.137,178.227.43.132,53703,143,ICMP,401,61391,157.08,2.55,153.09,390.82,0,9,Normal
2025-12-06 17:15:04.709752,192.168.71.40,162.61.184.86,51812,443,TCP,774,54365,147.17,5.26,70.24,369.4,1,7,Normal
2025-12-06 16:21:53.708746,192.168.54.116,111.105.52.89,46401,22,ICMP,596,626,127.76,4.66,1.05,4.9,1,21,Normal
2025-12-07 03:18:44.696005,192.168.24.202,51.200.119.94,47015,162,TCP,982,37456,194.57,5.05,38.14,192.51,1,8,Normal
2025-12-06 21:07:34.737144,103.89.247.117,192.168.177.102,20715,8000,TCP,169,9904,434.63,0.39,58.6,22.79,1,1,Brute_Force
2025-12-07 04:06:50.648686,172.16.26.120,10.222.76.235,61181,23,UDP,801,33323,20.96,38.21,41.6,1589.72,1,13,Normal
2025-12-06 17:55:15.691815,172.16.21.60,114.226.23.151,18444,443,TCP,358,59744,27.57,12.99,166.88,2167.11,1,10,Normal
2025-12-07 06:17:38.645660,10.115.77.214,157.136.78.38,65372,23,UDP,390,9010,296.76,1.31,23.1,30.36,1,3,Normal
2025-12-06 21:29:39.675874,192.168.196.22,84.209.226.196,47914,993,TCP,805,18560,63.58,12.66,23.06,291.9,1,14,Normal
2025-12-07 14:14:41.736138,36.80.55.124,192.168.162.149,6818,1188,TCP,641,48007,271.78,2.36,74.89,176.64,0,7,Port_Scan
2025-12-07 07:36:28.680221,192.168.42.242,30.120.254.107,42764,161,ICMP,712,11507,187.36,3.8,16.16,61.42,1,7,Normal
2025-12-07 15:11:08.742280,78.46.75.239,172.16.22.229,64408,993,TCP,279,14914,660.36,0.42,53.46,22.58,1,0,Brute_Force
2025-12-07 07:52:20.674821,172.16.25.153,187.132.240.94,19266,53,UDP,544,8524,267.73,2.03,15.67,31.84,1,8,Normal
2025-12-06 16:31:36.661152,192.168.249.13,218.78.124.80,37250,23,TCP,886,50300,87.94,10.07,56.77,571.97,1,7,Normal
2025-12-07 03:17:28.671675,192.168.155.171,10.251.117.99,16015,110,ICMP,34,92461,66.1,0.51,2719.44,1398.77,0,19,Normal
2025-12-07 03:50:34.732532,38.212.218.159,10.103.189.73,57377,12538,TCP,969,24105,291.07,3.33,24.88,82.82,1,13,Port_Scan
2025-12-07 12:07:29.668438,10.230.13.98,172.16.29.229,39930,22,UDP,759,32981,199.96,3.8,43.45,164.93,0,23,Normal
2025-12-07 07:07:34.754204,100.185.165.241,10.232.136.180,40436,53,TCP,1755,154722,148.86,11.79,88.16,1039.36,1,21,Malware
2025-12-07 04:01:12.680221,192.168.146.79,10.104.144.20,9030,995,TCP,546,593,257.32,2.12,1.09,2.3,1,13,Normal
2025-12-07 01:28:18.696005,192.168.59.135,10.114.139.161,50000,22,TCP,679,17920,2.29,296.96,26.39,7837.18,1,21,Normal
2025-12-06 19:55:02.661152,172.16.29.182,56.59.210.235,9408,23,ICMP,262,81527,168.65,1.55,311.17,483.4,1,8,Normal
2025-12-07 09:50:17.727548,120.200.85.215,172.16.27.227,35251,23,ICMP,89524,18140638,27.77,3223.43,202.63,653176.66,1,11,DDoS
2025-12-06 16:10:05.715291,10.215.129.64,10.93.210.14,34785,161,UDP,107,41431,269.83,0.4,387.21,153.54,1,8,Normal
2025-12-07 11:44:15.734894,11.6.63.186,10.120.243.235,53910,64135,TCP,300,27128,278.84,1.08,90.43,97.29,0,19,Port_Scan
2025-12-07 10:40:56.689482,10.147.249.124,124.205.164.236,21043,143,UDP,398,80228,96.62,4.12,201.58,830.31,1,5,Normal
2025-12-07 07:17:47.681273,192.168.161.88,10.146.51.90,6301,587,ICMP,274,80973,86.82,3.16,295.52,932.6,1,2,Normal
2025-12-07 08:59:31.744429,69.68.157.128,172.16.30.143,56457,20,TCP,63,3407,57.16,1.1,54.08,59.6,0,18,SQL_Injection
2025-12-07 01:29:50.751077,178.46.53.127,10.62.161.235,16912,22,TCP,1912,102470,298.0,6.42,53.59,343.86,1,8,Malware
2025-12-07 01:13:26.727548,209.36.210.12,10.9.180.147,62553,161,TCP,28651,5796791,1.1,26101.4,202.32,5280946.13,1,1,DDoS
2025-12-06 23:17:19.725554,101.15.242.20,10.140.170.139,30400,110,TCP,84162,9694326,5.08,16582.95,115.19,1910131.68,1,2,DDoS
2025-12-07 06:54:02.646670,10.122.239.41,170.88.38.249,25604,23,TCP,658,81809,202.89,3.24,124.33,403.22,0,12,Normal
2025-12-07 14:30:41.732532,124.196.92.25,10.92.108.1,6323,48350,TCP,205,8546,51.95,3.95,41.69,164.49,1,15,Port_Scan
2025-12-07 01:13:06.723561,10.161.25.19,10.174.85.90,60655,53,TCP,27,31968,135.24,0.2,1184.0,236.38,1,16,Normal
2025-12-06 18:19:23.733907,212.77.59.162,172.16.28.8,52740,51410,TCP,967,34928,126.43,7.65,36.12,276.27,1,6,Port_Scan
2025-12-07 12:16:21.722565,172.16.28.130,34.43.41.168,24957,8000,TCP,632,8230,245.29,2.58,13.02,33.55,0,17,Normal
2025-12-07 14:41:47.711880,192.168.19.171,115.182.233.103,20612,993,TCP,526,92195,119.83,4.39,175.28,769.38,0,22,Normal
2025-12-07 04:10:05.675874,192.168.111.192,187.178.33.130,44561,20,ICMP,816,43812,151.41,5.39,53.69,289.37,0,14,Normal
2025-12-06 21:06:56.681273,192.168.1.203,172.16.30.96,31338,162,UDP,470,45635,36.33,12.94,97.1,1256.17,1,5,Normal
2025-12-06 19:02:22.751077,103.69.161.239,192.168.16.177,2501,22,UDP,1153,56147,137.31,8.4,48.7,408.89,0,7,Malware
2025-12-06 16:56:11.698419,10.231.76.57,21.254.255.70,11673,22,UDP,248,20009,50.38,4.92,80.68,397.15,1,17,Normal
2025-12-06 23:11:07.692866,192.168.254.169,172.16.30.251,11011,587,UDP,546,42653,236.48,2.31,78.12,180.37,1,23,Normal
2025-12-06 18:31:26.646670,192.168.182.201,83.249.31.186,36345,21,TCP,617,36725,1.05,589.63,59.52,35095.59,0,7,Normal
2025-12-07 11:02:12.692866,192.168.72.213,172.16.17.124,49782,22,UDP,8,83170,127.68,0.06,10396.25,651.39,0,6,Normal
2025-12-06 19:53:48.734894,27.58.25.157,10.219.177.20,29147,13085,TCP,897,49266,210.94,4.25,54.92,233.56,0,6,Port_Scan
2025-12-07 04:37:33.700431,10.213.92.121,165.57.154.114,3710,53,UDP,88,18931,242.8,0.36,215.12,77.97,1,22,Normal
2025-12-07 02:04:10.717581,172.16.24.185,40.147.205.251,26068,587,UDP,768,8763,275.26,2.79,11.41,31.84,1,5,Normal
